feature1_1,feature1_2,feature1_3,feature1_4,feature2_1,feature2_2,feature2_3,feature2_4,feature3_1,feature3_2,feature3_3,feature3_4,e_f,e_cf,y_f,y_cf,treatment,t_f,c_f,t_cf,c_cf
2.362421882660029,2.134108183630433,3.363074488167046,0.7404331752746971,-0.1695559266023432,2.6846845381953255,1.2762896250602773,1.954539472614425,0.7092358416093474,0.5345474765020716,1.0013596561557856,0.45749341835413415,1.0,1.0,170.90119124758294,33.252190909137816,0.0,170.90119124758294,195.05938547927002,33.252190909137816,1865.447767408342
-0.534346977930946,1.9774207968412205,-0.095948040576604,0.41638489805702017,1.2955402898000297,1.5143284765857215,2.1377648690481674,0.05162217471857444,-0.1514499015886952,1.5379896416513912,0.26634642347351745,0.6503207033203413,1.0,0.0,16.43695747214213,218.16806758498598,0.0,16.43695747214213,396.87954689842695,229.08249460847998,218.16806758498598
-0.14018744596089427,0.8384259593589469,1.3532423261675464,1.2697202954732225,0.9227153490657721,0.37361959459961736,0.742913743324101,1.7560976270252135,1.2891783955842655,0.9210422552204943,0.6398113078255682,1.0146963162639313,0.0,1.0,72.36865771786536,640.443871252287,0.0,1608.8360100387465,72.36865771786536,640.443871252287,1017.8389021415888
1.098959518436823,0.03426827094852758,0.7896278462273492,2.6159759428707705,1.4139570868518692,2.6440452475421763,-0.41372665781453155,2.1604672141293753,1.1992422420480953,0.274843931865123,0.7223869579317962,1.6799749499167733,1.0,0.0,31.5954794929488,94.51392465693678,0.0,31.5954794929488,117.4979291683746,1976.2682474698208,94.51392465693678
0.6044855993245375,1.3519194573933904,1.5019334094547303,0.10976545879891819,1.7198658559617879,-1.452709876299477,1.7521605800186006,-0.5171999553257887,-0.6239555201514229,0.5186587906440705,2.1222098244125753,0.44954710877536574,0.0,0.0,186.35868696572032,95.90706113772369,0.0,275.3241742952506,186.35868696572032,184.3528854117995,95.90706113772369
1.1457144283114093,2.157684985343602,1.8008900789666773,1.3833290059660892,2.28413474576221,1.0778826008486935,1.642624644422691,0.45210991384417687,2.819922484094276,0.47177945310369296,1.4748410857580314,0.8773081424898997,1.0,0.0,37.10648130574284,676.3783178847641,0.0,37.10648130574284,65.50312876703215,797.6465375925872,676.3783178847641
0.8147991049843852,0.9598049382292564,2.7072335869382647,0.7330859707700157,-0.07394611498011683,1.3452701044747486,2.206190689810951,1.7007187436777667,2.5715819523243204,1.2818795167809824,1.4730801604214525,1.5067947062270037,1.0,0.0,243.47014245744276,47.73476740810954,1.0,243.47014245744276,781.6407683908312,144.71396675807534,47.73476740810954
0.4175471040994355,-0.21025355963175474,1.6964520467040507,0.1956730403995216,0.5396515725579271,0.7800965830330615,1.817616733718259,-0.4474458320429249,0.8354681271615011,1.7624725085113977,1.4193539283367584,1.7915411286078944,0.0,0.0,1445.0169667298358,72.33908917779306,0.0,2251.98397381843,1445.0169667298358,981.5285656982504,72.33908917779306
1.1003230688234427,2.0447718596806137,1.92381656672273,0.16622513854656085,0.8118202026899819,-0.41869655852149945,0.25698954134956553,0.5055085713776246,1.9747993059787854,1.989643120515476,1.1471857852652905,2.036352954521128,0.0,0.0,1106.8230071056018,784.5163259258788,1.0,1825.702332522919,1106.8230071056018,2602.7817665309462,784.5163259258788
0.38564925553854945,2.2548610511190583,-0.2888202158612585,2.1459678329206535,2.148467919194611,0.24899757629568975,-0.11499608954554419,2.7773409089743186,0.7243075036045481,0.8351574476608747,-0.12705553441966821,0.2239348487827234,0.0,1.0,57.339774074374084,46.95169616804851,0.0,129.4739119859927,57.339774074374084,46.95169616804851,299.93696072622333
